karmen	90.9090909090909	11	10	12	12
allie	86.66666666666667	15	13	5	3
bob	0.0	0	0	5	5
tim	0.0	0	0	3	2
trevor	0.0	0	0	0	0
franklin	92.85714285714286	14	13	1	1
ralph	0.0	0	0	5	4
betty	0.0	0	0	6	6
george	0.0	0	0	1	1
jeff	0.0	0	0	0	0
bill	0.0	0	0	0	1
nine	0.0	0	0	11	9
other	0.0	0	0	10	10
sally	0.0	0	0	0	0
